county,pop
30015,5837
30017,11980
30019,1787
30021,9431
30023,9176
30025,2913
30027,11429
30029,94696
30031,97958
30033,1061
30035,13695
30037,730
30039,3212
30041,16529
30043,11601
30045,1981
30047,29311
30049,65989
30051,2292
30053,19268
30055,1678
30057,7810
30059,1960
30061,4223
30063,113101
30065,4778
30067,15843
30069,445
30071,4150
30073,6166
30075,1648
30077,6928
30079,1414
30081,41130
30083,11392
30085,11230
30087,9348
30089,11375
30091,3645
30093,34560
30095,9342
30097,3634
30099,6067
30101,5114
30103,846
30105,7576
30107,2109
30109,1143
30111,155344
31001,31536
31003,6421
31005,437
31007,793
31009,580
31011,5353
31013,11279
31015,2006
31017,3022
31019,48402
31021,6594
31023,8205
31025,25463
31027,8657
31029,4061
31031,5781
31033,10090
31035,6313
31037,10499
31039,9055
31041,10784
31043,20697
31045,9082
31047,23924
31049,1932
31051,5809
31053,36679
31055,543253
31057,1823
31059,5676
31061,3076
31063,2599
31065,4850
31067,21778
31069,1930
31071,1968
31073,1977
31075,647
31077,2447
31079,61105
31081,9118
31083,3465
31085,1013
31087,2866
31089,10360
31091,669
31093,6365
31095,7354
31097,5167
31099,6548
31101,8103
31103,736
31105,3713
31107,8551
31109,301707
31111,35777
31113,830
31115,542
31117,425
31119,35125
31121,7793
31123,4843
31125,3607
31127,7101
31129,4352
31131,15890
31133,2695
31135,2911
31137,9236
31139,7179
31141,32703
31143,5242
31145,10884
31147,8149
31149,1407
31151,14356
31153,172460
31155,20946
31157,36599
31159,17113
31161,5259
31163,3090
31165,1274
31167,6022
31169,5163
31171,675
31173,6989
31175,4240
31177,20338
31179,9414
31181,3665
31183,805
31185,13842
32001,24148
32003,2070153
32005,47426
32007,52029
32009,1069
32011,1730
32013,17091
32015,5907
32017,5155
32019,51897
32021,4519
32023,43198
32027,6690
32029,3941
32031,439914
32033,9893
32510,54412
33001,60392
33003,47416
33005,76320
33007,32219
33009,89164
33011,404948
33013,147715
33015,300365
33017,125913
33019,43051
34001,274026
34003,930310
34005,450236
34007,511145
34009,95404
34011,155744
34013,792586
34015,291286
34017,668526
34019,125708
34021,371101
34023,831852
34025,627532
34027,498215
34029,586166
34031,507204
34033,64504
34035,331686
34037,144694
34039,550436
34041,107095
35001,674777
35003,3547
35005,65610
35006,27373
35007,12716
35009,50544
35011,1977
35013,213825
35015,56369
35017,28879
35019,4469
35021,565
35023,4531
35025,68930
35027,19726
35028,17895
35029,24627
35031,74346
35033,4598
35035,65333
35037,8555
35039,39924
35041,19618
35043,138117
35045,122537
35047,28350
35049,147320
35051,11442
35053,17324
35055,32961
35057,15599
35059,4292
35061,75993
36001,307891
36003,47700
36005,1436785
36007,197381
36009,78506
36011,78783
36013,131748
36015,87742
36017,49286
36019,81505
36021,61860
36023,48713
36025,46480
36027,295905
36029,922129
36031,38598
36033,51007
36035,54297
36037,59053
36039,48069
36041,4697
36043,63558
36045,117966
36047,2606852
36049,27107
36051,64622
36053,72089
36055,749236
36057,49667
36059,1356801
36061,1634989
36063,213374
36065,232858
36067,468050
36069,109450
36071,376242
36073,41938
36075,120513
36077,60979
36079,99408
36081,2310011
36083,159959
36085,473324
36087,322642
36089,111529
36091,224929
36093,154845
36095,31667
36097,18336
36099,35036
36101,98151
36103,1498130
36105,75818
36107,49649
36109,104268
36111,180505
36113,64911
36115,62465
36117,91874
36119,969229
36121,41239
36123,25106
37001,156372
37003,37211
37005,10868
37007,25883
37009,26992
37011,17633
37013,47513
37015,20324
37017,34454
37019,119167
37021,250112
37023,89082
37025,192296
37027,81623
37029,10228
37031,68537
37033,23094
37035,155461
37037,68778
37039,27226
37041,14556
37043,10730
37045,97113
37047,57015
37049,104190
37051,325841
37053,24864
37055,35187
37057,164058
37059,41568
37061,59121
37063,294618
37065,54669
37067,364691
37069,62989
37071,211753
37073,11615
37075,8651
37077,58341
37079,21241
37081,511815
37083,52849
37085,126620
37087,59577
37089,110905
37091,24285
37093,51853
37095,5629
37097,167493
37099,41227
37101,182155
37103,10074
37105,59540
37107,58343
37109,79783
37111,45013
37113,33991
37115,21130
37117,23510
37119,1011774
37121,15263
37123,27475
37125,93070
37127,94385
37129,216430
37131,20628
37133,185755
37135,139807
37137,12892
37139,39909
37141,56358
37143,13470
37145,39196
37147,175150
37149,20324
37151,142588
37153,45710
37155,134576
37157,91898
37159,138694
37161,66701
37163,63713
37165,35711
37167,60610
37169,46453
37171,72767
37173,14234
37175,33062
37177,4128
37179,217614
37181,44508
37183,998576
37185,20324
37187,12503
37189,52745
37191,124447
37193,68888
37195,81617
37197,37819
37199,17599
38001,2348
38003,11033
38005,6802
38007,936
38009,6650
38011,3238
38013,2239
38015,90560
38017,166852
38019,3867
38021,5160
38023,2369
38025,4284
38027,2370
38029,3426
38031,3345
38033,1895
38035,69793
38037,2369
38039,2311
38041,2639
38043,2419
38045,4111
38047,1939
38049,5912
38051,2737
38053,10718
38055,9576
38057,8671
38059,29633
38061,9675
38063,3032
38065,1768
38067,7136
38069,4373
38071,11578
38073,5457
38075,2573
38077,16329
38079,14607
38081,3889
38083,1395
38085,4431
38087,665
38089,29837
38091,1969
38093,21108
38095,2292
38097,8075
38099,10995
38101,68954
38103,4179
38105,31643
39001,28111
39003,104664
39005,53343
39007,99175
39009,65103
39011,45871
39013,69228
39015,44059
39017,373638
39019,28108
39021,39175
39023,136175
39025,201092
39027,41854
39029,105230
39031,36665
39033,42485
39035,1258710
39037,52185
39039,38488
39041,188996
39043,75808
39045,150163
39047,28719
39049,1232118
39051,42466
39053,30376
39055,94020
39057,164325
39059,39478
39061,805965
39063,75672
39065,31652
39067,15521
39069,27890
39071,43109
39073,28690
39075,43702
39077,58704
39079,32717
39081,67607
39083,60878
39085,229266
39087,61503
39089,169762
39091,45388
39093,304091
39095,434800
39097,43537
39099,233015
39101,65620
39103,175543
39105,23345
39107,40886
39109,103864
39111,14442
39113,532761
39115,14857
39117,35032
39119,85991
39121,14429
39123,40981
39125,19057
39127,35947
39129,56804
39131,28298
39133,161796
39135,41561
39137,34116
39139,121888
39141,77193
39143,59870
39145,77366
39147,55711
39149,48949
39151,374762
39153,541372
39155,204908
39157,92579
39159,53955
39161,28501
39163,13128
39165,222184
39167,61154
39169,115747
39171,37270
39173,129418
39175,22359
40001,22161
40003,5784
40005,13847
40007,5479
40009,23290
40011,9777
40013,44529
40015,29510
40017,129571
40019,48530
40021,48267
40023,15051
40025,2269
40027,271818
40029,5755
40031,124583
40033,6062
40035,14683
40037,70931
40039,29248
40041,41433
40043,4862
40045,4123
40047,62481
40049,27570
40051,53955
40053,4497
40055,6081
40057,2813
40059,3785
40061,12835
40063,13727
40065,25864
40067,6280
40069,11027
40071,45398
40073,15392
40075,9239
40077,10643
40079,49885
40081,34640
40083,45171
40085,9768
40087,37222
40089,33071
40091,20161
40093,7721
40095,16079
40097,40923
40099,13792
40101,69939
40103,11470
40105,10510
40107,12212
40109,764698
40111,39322
40113,47923
40115,32022
40117,16444
40119,79953
40121,44643
40123,38213
40125,71551
40127,11149
40129,3732
40131,89970
40133,25403
40135,41344
40137,44631
40139,21499
40141,7611
40143,629823
40145,76190
40147,51892
40149,11626
40151,9125
40153,21111
41001,16030
41003,87455
41005,394967
41007,37660
41009,49645
41011,62944
41013,21334
41015,22364
41017,170813
41019,107375
41021,1913
41023,7227
41025,7214
41027,22842
41029,210916
41031,22305
41033,84063
41035,65946
41037,7799
41039,360273
41041,46685
41043,119862
41045,30474
41047,326527
41049,11207
41051,778193
41053,78470
41055,1705
41057,25552
41059,76582
41061,25758
41063,6836
41065,25657
41067,564088
41069,1369
41071,102217
42001,101759
42003,1230360
42005,67512
42007,169205
42009,48852
42011,414097
42013,125917
42015,61808
42017,626220
42019,185974
42021,137762
42023,4807
42025,64330
42027,159178
42029,512028
42031,38939
42033,81170
42035,39536
42037,66772
42039,87027
42041,243838
42043,271962
42045,562316
42047,31111
42049,279133
42051,134229
42053,7493
42055,152707
42057,14653
42059,37669
42061,45844
42063,87491
42065,44575
42067,24811
42069,213006
42071,533110
42073,88528
42075,136950
42077,358792
42079,318917
42081,116313
42083,42609
42085,114598
42087,46585
42089,167126
42091,815876
42093,18404
42095,300520
42097,93590
42099,45647
42101,1559938
42103,56210
42105,17239
42107,145503
42109,40246
42111,76201
42113,6302
42115,41832
42117,42031
42119,45178
42121,53460
42123,40649
42125,208269
42127,51307
42129,359377
42131,27975
42133,440604
44001,49228
44003,164886
44005,82714
44007,631344
44009,126319
45001,24951
45003,165146
45005,9589
45007,192709
45009,15057
45011,21917
45013,175316
45015,199081
45017,14886
45019,380673
45021,56274
45023,32435
45025,46083
45027,34056
45029,37884
45031,67689
45033,31273
45035,148517
45037,26388
45039,23025
45041,138575
45043,60804
45045,482191
45047,69881
45049,20296
45051,300418
45053,27186
45055,63090
45057,83704
45059,66442
45061,18189
45063,277702
45065,9806
45067,31975
45069,27702
45071,37750
45073,75375
45075,89731
45077,120722
45079,401743
45081,20113
45083,294229
45085,107682
45087,27928
45089,32816
45091,245606
46003,2732
46005,18155
46007,3445
46009,7001
46011,33435
46013,38430
46015,5312
46017,2052
46019,10268
46021,1553
46023,9277
46025,3639
46027,14029
46029,27886
46031,4170
46033,8447
46035,19824
46037,5588
46039,4309
46041,5652
46043,2961
46045,4000
46047,6874
46049,2354
46051,7195
46053,4217
46055,2073
46057,5995
46059,3311
46061,3390
46063,1277
46065,17518
46067,7264
46069,1440
46071,3268
46073,2029
46075,767
46077,5070
46079,12331
46081,24859
46083,51396
46085,3855
46087,5616
46089,2252
46091,4743
46093,26840
46095,2083
46097,2299
46099,182014
46101,6445
46102,14263
46103,107298
46105,3019
46107,2306
46109,10294
46111,2349
46115,6539
46117,2964
46119,1456
46121,10019
46123,5475
46125,8289
46127,14842
46129,5538
46135,22649
46137,2818
47001,75545
47003,46331
47005,16173
47007,14073
47009,126192
47011,102860
47013,40008
47015,13855
47017,28417
47019,56707
47021,39575
47023,17355
47025,31701
47027,7769
47029,35256
47031,53808
47033,14558
47035,57895
47037,667885
47039,11703
47041,19159
47043,50926
47045,37970
47047,39071
47049,17936
47051,41348
47053,49511
47055,29034
47057,22813
47059,68502
47061,13494
47063,63203
47065,351305
47067,6609
47069,25975
47071,25839
47073,56567
47075,18129
47077,27952
47079,32291
47081,24251
47083,8234
47085,18216
47087,11526
47089,52851
47091,17923
47093,448164
47095,7643
47097,27261
47099,42406
47101,11907
47103,33582
47105,50637
47107,52606
47109,26057
47111,22924
47113,98128
47115,28363
47117,31335
47119,85767
47121,11804
47123,45482
47125,189709
47127,6314
47129,21688
47131,30900
47133,22090
47135,7891
47137,5096
47139,16697
47141,74652
47143,32461
47145,52983
47147,67905
47149,290289
47151,22029
47153,14710
47155,94537
47157,936990
47159,19176
47161,13257
47163,156644
47165,172786
47167,61558
47169,7970
47171,17945
47173,19081
47175,5641
47177,40099
47179,126044
47181,16842
47183,34024
47185,26373
47187,205645
47189,125616
48001,57772
48003,17215
48005,87657
48007,24729
48009,8750
48011,1913
48013,47710
48015,29107
48017,7131
48019,21015
48021,78286
48023,3639
48025,32706
48027,330859
48029,1858699
48031,10918
48033,698
48035,17953
48037,93483
48039,338419
48041,209896
48043,9188
48045,1672
48047,7217
48049,37935
48051,17417
48053,44584
48055,39848
48057,21805
48059,13596
48061,418785
48063,12631
48065,6027
48067,30346
48069,7875
48071,38072
48073,51257
48075,7059
48077,10367
48079,2955
48081,3228
48083,8476
48085,886633
48087,3032
48089,20792
48091,124234
48093,13506
48095,4142
48097,38878
48099,75710
48101,1560
48103,4823
48105,3836
48107,5987
48109,2259
48111,7052
48113,2513054
48115,13317
48117,19039
48119,5226
48121,754650
48123,20660
48125,2237
48127,10842
48129,3506
48131,11510
48133,18252
48135,153177
48137,2028
48139,160225
48141,833592
48143,40641
48145,17265
48147,33757
48149,24909
48151,3847
48153,6088
48155,1320
48157,683756
48159,10571
48161,19585
48163,18542
48165,19485
48167,314485
48169,6614
48171,25732
48173,1253
48175,7463
48177,20370
48179,23028
48181,124231
48183,123283
48185,27140
48187,147313
48189,35007
48191,3162
48193,8232
48195,5552
48197,3952
48199,55624
48201,4434257
48203,66431
48205,5966
48207,5812
48209,185686
48211,4151
48213,79213
48215,828334
48217,34901
48219,23377
48221,54217
48223,35844
48225,22802
48227,36423
48229,3481
48231,89068
48233,21782
48235,1631
48237,8866
48239,14678
48241,35640
48243,2221
48245,252993
48247,5218
48249,41486
48251,157544
48253,19944
48255,14984
48257,111830
48259,39010
48261,558
48263,667
48265,50505
48267,4453
48269,274
48271,3578
48273,31877
48275,3807
48277,49626
48279,13561
48281,20357
48283,7319
48285,19654
48287,16754
48289,16923
48291,78598
48293,23469
48295,3507
48297,11976
48299,19624
48301,76
48303,294682
48305,5723
48307,8242
48309,243394
48311,671
48313,13843
48315,10191
48317,5451
48319,4064
48321,36719
48323,56830
48325,47920
48327,2163
48329,155817
48331,24372
48333,4871
48335,8995
48337,19384
48339,518849
48341,22186
48343,12653
48345,1022
48347,65556
48349,48177
48351,14138
48353,15017
48355,355667
48357,10577
48359,2069
48361,83751
48363,27922
48365,23771
48367,123601
48369,9921
48371,15826
48373,46583
48375,121883
48377,7144
48379,11087
48381,128603
48383,3625
48385,3348
48387,12455
48389,14438
48391,7315
48393,939
48395,16537
48397,88010
48399,10411
48401,53197
48403,10367
48405,8556
48407,27172
48409,66706
48411,5881
48413,3171
48415,17314
48417,3323
48419,25705
48421,3069
48423,219745
48425,8673
48427,63008
48429,9787
48431,1233
48433,1233
48435,3936
48437,7639
48439,1947529
48441,135234
48443,778
48445,12724
48447,1520
48449,32592
48451,116264
48453,1148176
48455,14360
48457,21371
48459,40295
48461,3475
48463,27055
48465,48862
48467,53070
48469,90989
48471,69926
48473,47049
48475,11396
48477,34544
48479,266006
48481,41377
48483,5642
48485,132148
48487,13061
48489,21944
48491,490619
48493,46444
48495,7723
48497,62089
48499,43198
48501,8316
48503,18275
48505,14335
48507,12107
49001,6437
49003,51528
49005,118824
49007,20733
49009,751
49011,329292
49013,20078
49015,10570
49017,5020
49019,9428
49021,47751
49023,10507
49025,7216
49027,12604
49029,10645
49031,1859
49033,2284
49035,1092518
49037,15540
49039,28551
49041,20913
49043,39009
49045,61986
49047,36308
49049,564177
49051,27895
49053,151959
49055,2716
49057,241328
50001,36926
50003,36503
50005,30859
50007,160510
50009,6173
50011,48625
50013,6945
50015,25136
50017,28897
50019,27076
50021,60133
50023,58963
50025,43609
50027,55894
51001,33060
51003,104287
51005,15919
51007,12793
51009,31999
51011,15314
51013,226092
51015,74330
51017,4558
51019,76933
51021,6612
51023,33192
51025,16573
51027,23158
51029,17030
51031,55061
51033,29640
51035,29733
51036,7086
51037,12232
51041,331839
51043,14307
51045,5195
51047,48952
51049,9769
51051,15304
51053,28155
51057,11130
51059,1132887
51061,68025
51063,15587
51065,26046
51067,56230
51069,82321
51071,16871
51073,37021
51075,21979
51077,15180
51079,19085
51081,11698
51083,35305
51085,102199
51087,321921
51089,52209
51091,2230
51093,36027
51095,71900
51097,7140
51099,25260
51101,16156
51103,11055
51105,24911
51107,362435
51109,34350
51111,12450
51113,13122
51115,8848
51117,31209
51119,10728
51121,97227
51125,14831
51127,20051
51131,12118
51133,12272
51135,15641
51137,34873
51139,23759
51141,18180
51143,62392
51145,28286
51147,23077
51149,37664
51153,443630
51155,34417
51157,7416
51159,8868
51161,93655
51163,22450
51165,78427
51167,27973
51169,22378
51171,42857
51173,31513
51175,18291
51177,129181
51179,139548
51181,6731
51183,11733
51185,43367
51187,38807
51191,54562
51193,17528
51195,40074
51197,29171
51199,66919
51510,151473
51520,17340
51530,6610
51540,45538
51550,233194
51570,17554
51580,5650
51590,42360
51595,5565
51600,23620
51610,13597
51620,8413
51630,27853
51640,6858
51650,136789
51660,51979
51670,22332
51678,7036
51680,78755
51683,41149
51685,15827
51690,13551
51700,181606
51710,245724
51720,3978
51730,31997
51735,12068
51740,96071
51750,17186
51760,216773
51770,99329
51775,25290
51790,24234
51800,87061
51810,449733
51820,21366
51830,14988
51840,27349
53001,19100
53003,22113
53005,187519
53007,74761
53009,72969
53011,450893
53013,3971
53015,102854
53017,40101
53019,7639
53021,87810
53023,2231
53025,92530
53027,71233
53029,80113
53031,30333
53033,2079550
53035,257488
53037,42785
53039,20930
53041,75724
53043,10326
53045,61060
53047,41299
53049,20743
53051,13001
53053,832896
53055,16056
53057,120475
53059,11316
53061,758649
53063,485859
53065,43744
53067,266311
53069,4051
53071,59809
53073,209729
53075,47494
53077,247681
54001,16892
54003,110173
54005,23645
54007,14463
54009,23473
54011,96623
54013,7482
54015,9033
54017,8363
54019,45192
54021,8497
54023,11770
54025,35580
54027,23455
54029,30024
54031,13942
54033,68775
54035,29199
54037,55531
54039,189636
54041,16422
54043,21482
54045,35166
54047,20273
54049,56716
54051,32296
54053,27060
54055,61476
54057,27606
54059,25549
54061,102827
54063,13496
54065,17514
54067,25743
54069,43257
54071,7291
54073,7612
54075,8620
54077,33793
54079,56743
54081,78051
54083,29287
54085,10044
54087,14513
54089,13325
54091,16949
54093,6922
54095,9000
54097,24632
54099,41237
54101,8820
54103,15997
54105,5826
54107,86262
54109,22537
55001,20294
55003,15936
55005,45548
55007,14987
55009,256621
55011,13256
55013,15259
55015,49653
55017,63355
55019,34486
55021,56650
55023,16415
55025,516818
55027,88404
55029,27669
55031,43705
55033,44348
55035,101907
55037,4474
55039,101968
55041,9108
55043,51723
55045,37050
55047,18881
55049,23751
55051,5850
55053,20566
55055,84538
55057,26399
55059,167896
55061,20459
55063,117538
55065,16793
55067,19414
55069,28171
55071,80178
55073,135367
55075,41090
55077,15082
55078,4457
55079,955306
55081,45365
55083,37475
55085,35604
55087,181799
55089,87625
55091,7349
55093,40881
55095,43483
55097,70551
55099,13707
55101,194873
55103,17642
55105,160986
55107,14272
55109,86726
55111,63317
55113,16438
55115,41384
55117,115269
55119,20521
55121,29521
55123,30442
55125,21373
55127,103021
55129,15685
55131,133422
55133,395377
55135,51974
55137,24238
55139,169487
55141,73621
56001,37836
56003,11931
56005,48473
56007,15696
56009,14223
56011,7284
56013,40683
56015,13546
56017,4781
56019,8572
56021,96459
56023,18543
56025,80871
56027,2498
56029,29083
56031,8740
56033,29924
56035,10032
56037,44812
56039,22623
56041,20893
56043,8351
56045,7175
72001,18760
72003,40083
72005,56893
72007,27323
72009,24438
72011,28250
72013,91096
72015,18778
72017,24699
72019,29548
72021,192974
72023,50096
72025,136372
72027,33481
72029,47174
72031,165040
72033,26137
72035,46071
72037,12538
72039,17644
72041,41782
72043,40090
72045,20153
72047,35484
72049,1508
72051,38013
72053,33912
72054,12287
72055,17788
72057,43210
72059,20025
72061,92444
72063,46990
72065,41327
72067,16678
72069,55621
72071,43919
72073,15605
72075,48658
72077,39942
72079,24323
72081,28052
72083,9093
72085,38466
72087,27857
72089,19237
72091,41468
72093,6274
72095,11506
72097,81594
72099,38289
72101,32087
72103,26722
72105,29467
72107,22258
72109,18135
72111,22231
72113,152594
72115,24904
72117,14700
72119,52479
72121,24013
72123,29722
72125,33546
72127,363744
72129,39283
72131,39755
72133,22732
72135,74467
72137,83645
72139,70737
72141,30869
72143,39018
72145,55866
72147,9046
72149,24186
72151,35670
72153,38519
